id,word,meaning,pos,level,dictionaryType,created_at
2964,laugh,웃다,noun,a1,enko,2025-08-04 15:39
2965,laugh,웃다,verb,a1,enko,2025-08-04 15:39
2966,laughter,웃음,noun,a2,enko,2025-08-04 15:39
2967,launch,시작하다,noun,b2,enko,2025-08-04 15:39
2968,launch,시작하다,verb,b2,enko,2025-08-04 15:39
2969,law,법,noun,a2,enko,2025-08-04 15:39
2970,lawn,잔디,noun,c1,enko,2025-08-04 15:39
2971,lawsuit,소송,noun,c1,enko,2025-08-04 15:39
2972,lawyer,변호사,noun,a2,enko,2025-08-04 15:39
2973,lay,놓다,verb,b1,enko,2025-08-04 15:39
2974,layer,층,noun,b1,enko,2025-08-04 15:39
2975,layout,공들여 나열한 것,noun,c1,enko,2025-08-04 15:39
2976,lazy,게으른,adjective,a2,enko,2025-08-04 15:39
2977,lead,선두,noun,b1,enko,2025-08-04 15:39
2978,lead,선두,verb,a2,enko,2025-08-04 15:39
2979,leader,지도자,noun,a2,enko,2025-08-04 15:39
2980,leadership,지도,noun,b2,enko,2025-08-04 15:39
2981,leading,주요한,adjective,b1,enko,2025-08-04 15:39
2982,leaf,잎,noun,b1,enko,2025-08-04 15:39
2983,leaflet,전단,noun,b2,enko,2025-08-04 15:39
2984,league,리그,noun,b2,enko,2025-08-04 15:39
2985,leak,새다,noun,c1,enko,2025-08-04 15:39
2986,leak,새다,verb,c1,enko,2025-08-04 15:39
2987,lean,기대다,verb,b2,enko,2025-08-04 15:39
2988,leap,뛰다,noun,c1,enko,2025-08-04 15:39
2989,leap,뛰다,verb,c1,enko,2025-08-04 15:39
2990,learn,배우다,verb,a1,enko,2025-08-04 15:39
2991,learning,학습,noun,a2,enko,2025-08-04 15:39
2992,least,최소,adverb,a2,enko,2025-08-04 15:39
2993,least,최소,determiner,a2,enko,2025-08-04 15:39
2994,least,최소,pronoun,a2,enko,2025-08-04 15:39
2995,leather,가죽,noun,b1,enko,2025-08-04 15:39
2996,leave,떠나다,noun,b2,enko,2025-08-04 15:39
2997,leave,떠나다,verb,a1,enko,2025-08-04 15:39
2998,lecture,강의,noun,a2,enko,2025-08-04 15:39
2999,lecture,강의,verb,a2,enko,2025-08-04 15:39
3000,left,왼쪽,adjective,a1,enko,2025-08-04 15:39
3001,left,왼쪽,adverb,a1,enko,2025-08-04 15:39
3002,left,왼쪽,noun,a1,enko,2025-08-04 15:39
3003,leg,다리,noun,a1,enko,2025-08-04 15:39
3004,legacy,유산,noun,c1,enko,2025-08-04 15:39
3005,legal,합법적인,adjective,b1,enko,2025-08-04 15:39
3006,legend,전설,noun,b2,enko,2025-08-04 15:39
3007,legendary,전설적인,adjective,c1,enko,2025-08-04 15:39
3008,legislation,법률 제정,noun,c1,enko,2025-08-04 15:39
3009,legislative,입법적,adjective,c1,enko,2025-08-04 15:39
3010,legislature,입법부,noun,c1,enko,2025-08-04 15:39
3011,legitimate,정당한,adjective,c1,enko,2025-08-04 15:39
3012,leisure,여가,noun,b1,enko,2025-08-04 15:39
3013,lemon,레몬,noun,a2,enko,2025-08-04 15:39
3014,lend,빌려주다,verb,a2,enko,2025-08-04 15:39
3015,length,길이,noun,b1,enko,2025-08-04 15:39
3016,lengthy,긴,adjective,c1,enko,2025-08-04 15:39
3017,lens,렌즈,noun,b2,enko,2025-08-04 15:39
3018,lesbian,레즈비언,adjective,c1,enko,2025-08-04 15:39
3019,less,더 적은,adverb,a2,enko,2025-08-04 15:39
3020,less,더 적은,determiner,a2,enko,2025-08-04 15:39
3021,less,더 적은,pronoun,a2,enko,2025-08-04 15:39
3022,lesser,보다 작은,adjective,c1,enko,2025-08-04 15:39
3023,lesson,수업,noun,a1,enko,2025-08-04 15:39
3024,let,허락하다,verb,a1,enko,2025-08-04 15:39
3025,lethal,치명적인,adjective,c1,enko,2025-08-04 15:39
3026,letter,편지,noun,a1,enko,2025-08-04 15:39
3027,level,수준,adjective,b1,enko,2025-08-04 15:39
3028,level,수준,noun,a2,enko,2025-08-04 15:39
3029,level,수준,verb,b2,enko,2025-08-04 15:39
3030,liable,책임이 있는,adjective,c1,enko,2025-08-04 15:39
3031,liberal,많은,adjective,c1,enko,2025-08-04 15:39
3032,liberal,많은,noun,c1,enko,2025-08-04 15:39
3033,liberation,해방,noun,c1,enko,2025-08-04 15:39
3034,liberty,자유,noun,c1,enko,2025-08-04 15:39
3035,library,도서관,noun,a1,enko,2025-08-04 15:39
3036,licence,특허,noun,b2,enko,2025-08-04 15:39
3037,license,특허,verb,c1,enko,2025-08-04 15:39
3038,lie,거짓말하다,noun,b1,enko,2025-08-04 15:39
3039,lie,거짓말하다,verb,a1,enko,2025-08-04 15:39
3040,lie,거짓말하다,verb,b1,enko,2025-08-04 15:39
3041,life,삶,noun,a1,enko,2025-08-04 15:39
3042,lifelong,평생,adjective,c1,enko,2025-08-04 15:39
3043,lifestyle,라이프스타일,noun,a2,enko,2025-08-04 15:39
3044,lifetime,일생,noun,b2,enko,2025-08-04 15:39
3045,lift,승강기,noun,a2,enko,2025-08-04 15:39
3046,lift,승강기,verb,a2,enko,2025-08-04 15:39
3047,light,빛,adjective,a1,enko,2025-08-04 15:39
3048,light,빛,noun,a1,enko,2025-08-04 15:39
3049,light,빛,verb,a2,enko,2025-08-04 15:39
3050,lighting,조명,noun,b2,enko,2025-08-04 15:39
3051,like,좋다,noun,b1,enko,2025-08-04 15:39
3052,like,좋다,preposition,a1,enko,2025-08-04 15:39
3053,like,좋다,verb,a1,enko,2025-08-04 15:39
3054,likelihood,있을 수 있는 일,noun,c1,enko,2025-08-04 15:39
3055,likely,~할 것 같은,adjective,a2,enko,2025-08-04 15:39
3056,likewise,비슷하게,adverb,b2,enko,2025-08-04 15:39
3057,limb,수족,noun,c1,enko,2025-08-04 15:39
3058,limit,한계,noun,b1,enko,2025-08-04 15:39
3059,limit,한계,verb,b1,enko,2025-08-04 15:39
3060,limitation,한정,noun,b2,enko,2025-08-04 15:39
3061,limited,제한된,adjective,b2,enko,2025-08-04 15:39
3062,line,선,noun,a1,enko,2025-08-04 15:39
3063,line,선,verb,b2,enko,2025-08-04 15:39
3064,line-up,라인업,noun,c1,enko,2025-08-04 15:39
3065,linear,선의,adjective,c1,enko,2025-08-04 15:39
3066,linger,질질 끌게 하다,verb,c1,enko,2025-08-04 15:39
3067,link,링크,noun,a2,enko,2025-08-04 15:39
3068,link,링크,verb,a2,enko,2025-08-04 15:39
3069,lion,사자,noun,a1,enko,2025-08-04 15:39
3070,lip,말뿐인,noun,b1,enko,2025-08-04 15:39
3071,liquid,액체,adjective,b1,enko,2025-08-04 15:39
3072,liquid,액체,noun,b1,enko,2025-08-04 15:39
3073,list,목록,noun,a1,enko,2025-08-04 15:39
3074,list,목록,verb,a1,enko,2025-08-04 15:39
3075,listen,듣다,verb,a1,enko,2025-08-04 15:39
3076,listener,경청자,noun,a2,enko,2025-08-04 15:39
3077,listing,목록,noun,c1,enko,2025-08-04 15:39
3078,literacy,문해력,noun,c1,enko,2025-08-04 15:39
3079,literally,문자 그대로,adverb,b2,enko,2025-08-04 15:39
3080,literary,문호,adjective,b2,enko,2025-08-04 15:39
3081,literature,문학,noun,b1,enko,2025-08-04 15:39
3082,litre,리터,noun,b2,enko,2025-08-04 15:39
3083,litter,깃,noun,b2,enko,2025-08-04 15:39
3084,little,작은,adjective,a1,enko,2025-08-04 15:39
3085,little,작은,adverb,a2,enko,2025-08-04 15:39
3086,little,작은,determiner,a1,enko,2025-08-04 15:39
3087,little,작은,pronoun,a1,enko,2025-08-04 15:39
3088,live,살다,adjective,b1,enko,2025-08-04 15:39
3089,live,살다,adverb,b1,enko,2025-08-04 15:39
3090,live,살다,verb,a1,enko,2025-08-04 15:39
3091,lively,기운찬,adjective,b2,enko,2025-08-04 15:39
3092,liver,간,noun,c1,enko,2025-08-04 15:39
3093,living,생활,adjective,b1,enko,2025-08-04 15:39
3094,living,생활,noun,b1,enko,2025-08-04 15:39
3095,load,짐,noun,b2,enko,2025-08-04 15:39
3096,load,짐,verb,b2,enko,2025-08-04 15:39
3097,loan,대출,noun,b2,enko,2025-08-04 15:39
3098,lobby,로비,noun,c1,enko,2025-08-04 15:39
3099,lobby,로비,verb,c1,enko,2025-08-04 15:39
3100,local,현지의,adjective,a1,enko,2025-08-04 15:39
3101,local,현지의,noun,b1,enko,2025-08-04 15:39
3102,locate,위치하고 있다,verb,b1,enko,2025-08-04 15:39
3103,located,위치한,adjective,b1,enko,2025-08-04 15:39
3104,location,위치,noun,b1,enko,2025-08-04 15:39
3105,lock,잠그다,noun,a2,enko,2025-08-04 15:39
3106,lock,잠그다,verb,a2,enko,2025-08-04 15:39
3107,log,통나무,noun,c1,enko,2025-08-04 15:39
3108,log,통나무,verb,c1,enko,2025-08-04 15:39
3109,logic,논리,noun,c1,enko,2025-08-04 15:39
3110,logical,논리적,adjective,b2,enko,2025-08-04 15:39
3111,logo,심벌 마크,noun,b2,enko,2025-08-04 15:39
3112,lonely,외로운,adjective,b1,enko,2025-08-04 15:39
3113,long,긴,adjective,a1,enko,2025-08-04 15:39
3114,long,긴,adverb,a1,enko,2025-08-04 15:39
3115,long-standing,오랜,adjective,c1,enko,2025-08-04 15:39
3116,long-term,장기적으로,adjective,b2,enko,2025-08-04 15:39
3117,long-term,장기적으로,adverb,b2,enko,2025-08-04 15:39
3118,long-time,오랜 시간 동안,adjective,c1,enko,2025-08-04 15:39
3119,look,바라보다,noun,a2,enko,2025-08-04 15:39
3120,look,바라보다,verb,a1,enko,2025-08-04 15:39
3121,loom,직조기,verb,c1,enko,2025-08-04 15:39
3122,loop,고리,noun,c1,enko,2025-08-04 15:39
3123,loose,헐렁한,adjective,b2,enko,2025-08-04 15:39
3124,lord,주님,noun,b2,enko,2025-08-04 15:39
3125,lorry,사륜 짐마차,noun,a2,enko,2025-08-04 15:39
3126,lose,잃다,verb,a1,enko,2025-08-04 15:39
3127,loss,손실,noun,b1,enko,2025-08-04 15:39
3128,lost,잃어버린,adjective,a2,enko,2025-08-04 15:39
3129,lot,많은,adverb,a1,enko,2025-08-04 15:39
3130,lot,많은,determiner,a1,enko,2025-08-04 15:39
3131,lot,많은,pronoun,a1,enko,2025-08-04 15:39
3132,lottery,운,noun,b2,enko,2025-08-04 15:39
3133,loud,시끄러운,adjective,a2,enko,2025-08-04 15:39
3134,loud,시끄러운,adverb,a2,enko,2025-08-04 15:39
3135,loudly,큰 소리로,adverb,a2,enko,2025-08-04 15:39
3136,love,사랑,noun,a1,enko,2025-08-04 15:39
3137,love,사랑,verb,a1,enko,2025-08-04 15:39
3138,lovely,사랑스러운,adjective,a2,enko,2025-08-04 15:39
3139,low,낮은,adjective,a2,enko,2025-08-04 15:39
3140,low,낮은,adverb,a2,enko,2025-08-04 15:39
3141,low,낮은,noun,b2,enko,2025-08-04 15:39
3142,lower,낮추다,verb,b2,enko,2025-08-04 15:39
3143,loyal,충실한,adjective,b2,enko,2025-08-04 15:39
3144,loyalty,충의,noun,c1,enko,2025-08-04 15:39
3145,luck,운,noun,a2,enko,2025-08-04 15:39
3146,lucky,운이 좋은,adjective,a2,enko,2025-08-04 15:39
3147,lunch,점심,noun,a1,enko,2025-08-04 15:39
3148,lung,폐,noun,b2,enko,2025-08-04 15:39
3149,luxury,사치,adjective,b1,enko,2025-08-04 15:39
3150,luxury,사치,noun,b1,enko,2025-08-04 15:39
3151,lyric,서정시,noun,b2,enko,2025-08-04 15:39
3152,machine,기계,noun,a1,enko,2025-08-04 15:39
3153,machinery,기계,noun,c1,enko,2025-08-04 15:39
3154,mad,미친,adjective,b1,enko,2025-08-04 15:39
3155,magazine,잡지,noun,a1,enko,2025-08-04 15:39
3156,magic,마법,adjective,b1,enko,2025-08-04 15:39
3157,magic,마법,noun,b1,enko,2025-08-04 15:39
3158,magical,마법 같은,adjective,c1,enko,2025-08-04 15:39
3159,magistrate,수령,noun,c1,enko,2025-08-04 15:39
3160,magnetic,자기,adjective,c1,enko,2025-08-04 15:39
3161,magnificent,웅장한,adjective,b2,enko,2025-08-04 15:39
3162,magnitude,크기,noun,c1,enko,2025-08-04 15:39
3163,mail,우편,noun,a2,enko,2025-08-04 15:39
3164,mail,우편,verb,a2,enko,2025-08-04 15:39
3165,main,기본,adjective,a1,enko,2025-08-04 15:39
3166,mainland,본토,noun,c1,enko,2025-08-04 15:39
3167,mainly,주로,adverb,b1,enko,2025-08-04 15:39
3168,mainstream,주류,adjective,c1,enko,2025-08-04 15:39
3169,mainstream,주류,noun,c1,enko,2025-08-04 15:39
3170,maintain,유지하다,verb,b2,enko,2025-08-04 15:39
3171,maintenance,유지,noun,c1,enko,2025-08-04 15:39
3172,major,주요한,adjective,a2,enko,2025-08-04 15:39
3173,majority,다수,noun,b2,enko,2025-08-04 15:39
3174,make,만들다,noun,b2,enko,2025-08-04 15:39
3175,make,만들다,verb,a1,enko,2025-08-04 15:39
3176,make-up,조립,noun,b2,enko,2025-08-04 15:39
3177,making,만들기,noun,b2,enko,2025-08-04 15:39
3178,male,남성,adjective,a2,enko,2025-08-04 15:39
3179,male,남성,noun,a2,enko,2025-08-04 15:39
3180,mall,쇼핑 센터,noun,b1,enko,2025-08-04 15:39
3181,man,남성,noun,a1,enko,2025-08-04 15:39
3182,manage,관리하다,verb,a2,enko,2025-08-04 15:39
3183,management,관리,noun,b1,enko,2025-08-04 15:39
3184,manager,관리자,noun,a2,enko,2025-08-04 15:39
3185,mandate,위임,noun,c1,enko,2025-08-04 15:39
3186,mandatory,필수적인,adjective,c1,enko,2025-08-04 15:39
3187,manifest,명백한,verb,c1,enko,2025-08-04 15:39
3188,manipulate,조종하다,verb,c1,enko,2025-08-04 15:39
3189,manipulation,시장 조작,noun,c1,enko,2025-08-04 15:39
3190,manner,방법,noun,a2,enko,2025-08-04 15:39
3191,manufacture,제조,verb,b2,enko,2025-08-04 15:39
3192,manufacturing,조작,noun,b2,enko,2025-08-04 15:39
3193,manuscript,원고,noun,c1,enko,2025-08-04 15:39
3194,many,많은,determiner,a1,enko,2025-08-04 15:39
3195,many,많은,pronoun,a1,enko,2025-08-04 15:39
3196,map,지도,noun,a1,enko,2025-08-04 15:39
3197,map,지도,verb,b2,enko,2025-08-04 15:39
3198,marathon,마라톤,noun,b2,enko,2025-08-04 15:39
3199,March,3월,noun,a1,enko,2025-08-04 15:39
3200,march,3월,noun,c1,enko,2025-08-04 15:39
3201,march,3월,verb,c1,enko,2025-08-04 15:39
3202,margin,여유,noun,b2,enko,2025-08-04 15:39
3203,marginal,가장자리 가의,adjective,c1,enko,2025-08-04 15:39
3204,marine,선박,adjective,c1,enko,2025-08-04 15:39
3205,mark,표시,noun,a2,enko,2025-08-04 15:39
3206,mark,표시,verb,a2,enko,2025-08-04 15:39
3207,marker,채점자,noun,b2,enko,2025-08-04 15:39
3208,market,시장,noun,a1,enko,2025-08-04 15:39
3209,market,시장,verb,b1,enko,2025-08-04 15:39
3210,marketing,마케팅,noun,b1,enko,2025-08-04 15:39
3211,marketplace,시장,noun,c1,enko,2025-08-04 15:39
3212,marriage,결혼,noun,b1,enko,2025-08-04 15:39
3213,married,기혼,adjective,a1,enko,2025-08-04 15:39
3214,marry,결혼하다,verb,a2,enko,2025-08-04 15:39
3215,martial,용감한,adjective,b2,enko,2025-08-04 15:39
3216,mask,마스크,noun,c1,enko,2025-08-04 15:39
3217,mass,대량의,adjective,b2,enko,2025-08-04 15:39
3218,mass,대량의,noun,b2,enko,2025-08-04 15:39
3219,massacre,대학살,noun,c1,enko,2025-08-04 15:39
3220,massive,엄청난,adjective,b2,enko,2025-08-04 15:39
3221,master,주인,noun,b2,enko,2025-08-04 15:39
3222,master,주인,verb,b2,enko,2025-08-04 15:39
3223,match,성냥,noun,a1,enko,2025-08-04 15:39
3224,match,성냥,verb,a1,enko,2025-08-04 15:39
3225,matching,어울리는,adjective,b2,enko,2025-08-04 15:39
3226,mate,친구,noun,b2,enko,2025-08-04 15:39
3227,mate,친구,verb,b2,enko,2025-08-04 15:39
3228,material,재료,adjective,b2,enko,2025-08-04 15:39
3229,material,재료,noun,a2,enko,2025-08-04 15:39
3230,mathematical,매우 정확한,adjective,c1,enko,2025-08-04 15:39
3231,mathematics,수학,noun,a2,enko,2025-08-04 15:39
3232,maths,수학,noun,a2,enko,2025-08-04 15:39
3233,matter,문제,noun,a2,enko,2025-08-04 15:39
3234,matter,문제,verb,a2,enko,2025-08-04 15:39
3235,mature,성숙한,adjective,c1,enko,2025-08-04 15:39
3236,mature,성숙한,verb,c1,enko,2025-08-04 15:39
3237,maximize,최대화하다,verb,c1,enko,2025-08-04 15:39
3238,maximum,최고,adjective,b2,enko,2025-08-04 15:39
3239,maximum,최고,noun,b2,enko,2025-08-04 15:39
3240,May,5월,noun,a1,enko,2025-08-04 15:39
3241,may,5월,modal verb,a2,enko,2025-08-04 15:39
3242,maybe,아마도,adverb,a1,enko,2025-08-04 15:39
3243,mayor,시장,noun,b2,enko,2025-08-04 15:39
3244,me,나,pronoun,a1,enko,2025-08-04 15:39
3245,meal,식사,noun,a1,enko,2025-08-04 15:39
3246,mean,평균,verb,a1,enko,2025-08-04 15:39
3247,meaning,의미,noun,a1,enko,2025-08-04 15:39
3248,meaningful,의미있는,adjective,c1,enko,2025-08-04 15:39
3249,means,수단,noun,b2,enko,2025-08-04 15:39
3250,meantime,그 동안에,noun,c1,enko,2025-08-04 15:39
3251,meanwhile,그 동안에,adverb,b1,enko,2025-08-04 15:39
3252,measure,측정하다,noun,b1,enko,2025-08-04 15:39
3253,measure,측정하다,verb,b1,enko,2025-08-04 15:39
3254,measurement,측정,noun,b2,enko,2025-08-04 15:39
3255,meat,고기,noun,a1,enko,2025-08-04 15:39
3256,mechanic,정비공,noun,b2,enko,2025-08-04 15:39
3257,mechanical,기계적인,adjective,b2,enko,2025-08-04 15:39
3258,mechanism,기구,noun,b2,enko,2025-08-04 15:39
3259,medal,메달,noun,b2,enko,2025-08-04 15:39
3260,media,메디아,noun,a2,enko,2025-08-04 15:39
3261,medical,의료,adjective,a2,enko,2025-08-04 15:39
3262,medication,약물,noun,b2,enko,2025-08-04 15:39
3263,medicine,약,noun,a2,enko,2025-08-04 15:39
3264,medieval,중세,adjective,c1,enko,2025-08-04 15:39
3265,meditation,심사 숙고,noun,c1,enko,2025-08-04 15:39
3266,medium,중간,adjective,b1,enko,2025-08-04 15:39
3267,medium,중간,noun,b2,enko,2025-08-04 15:39
3268,meet,만나다,verb,a1,enko,2025-08-04 15:39
3269,meeting,회의,noun,a1,enko,2025-08-04 15:39
3270,melody,멜로디,noun,c1,enko,2025-08-04 15:39
3271,melt,녹다,verb,b2,enko,2025-08-04 15:39
3272,member,회원,noun,a1,enko,2025-08-04 15:39
3273,membership,회원 자격,noun,b2,enko,2025-08-04 15:39
3274,memo,메모,noun,c1,enko,2025-08-04 15:39
3275,memoir,회상록,noun,c1,enko,2025-08-04 15:39
3276,memorable,기억에 남는,adjective,b2,enko,2025-08-04 15:39
3277,memorial,기념물,noun,c1,enko,2025-08-04 15:39
3278,memory,메모리,noun,a2,enko,2025-08-04 15:39
3279,mental,정신적인,adjective,b1,enko,2025-08-04 15:39
3280,mention,언급하다,noun,b1,enko,2025-08-04 15:39
3281,mention,언급하다,verb,a2,enko,2025-08-04 15:39
3282,mentor,멘토르,noun,c1,enko,2025-08-04 15:39
3283,menu,메뉴,noun,a1,enko,2025-08-04 15:39
3284,merchant,상인,noun,c1,enko,2025-08-04 15:39
3285,mercy,자비,noun,c1,enko,2025-08-04 15:39
3286,mere,호수,adjective,c1,enko,2025-08-04 15:39
3287,merely,그저,adverb,c1,enko,2025-08-04 15:39
3288,merge,병합하다,verb,c1,enko,2025-08-04 15:39
3289,merger,합병,noun,c1,enko,2025-08-04 15:39
3290,merit,장점,noun,c1,enko,2025-08-04 15:39
3291,mess,엉망,noun,b1,enko,2025-08-04 15:39
3292,message,메시지,noun,a1,enko,2025-08-04 15:39
3293,metal,금속,noun,a2,enko,2025-08-04 15:39
3294,metaphor,은유,noun,b2,enko,2025-08-04 15:39
3295,method,방법,noun,a2,enko,2025-08-04 15:39
3296,methodology,방법론,noun,c1,enko,2025-08-04 15:39
3297,metre,미터,noun,a1,enko,2025-08-04 15:39
3298,middle,가운데,adjective,a2,enko,2025-08-04 15:39
3299,middle,가운데,noun,a2,enko,2025-08-04 15:39
3300,midnight,자정,noun,a1,enko,2025-08-04 15:39
3301,midst,한가운데,noun,c1,enko,2025-08-04 15:39
3302,might,~할 것 같다,modal verb,a2,enko,2025-08-04 15:39
3303,migration,이주,noun,c1,enko,2025-08-04 15:39
3304,mild,경증,adjective,b1,enko,2025-08-04 15:39
3305,mile,마일,noun,a1,enko,2025-08-04 15:39
3306,militant,호전적인,adjective,c1,enko,2025-08-04 15:39
3307,militant,호전적인,noun,c1,enko,2025-08-04 15:39
3308,military,군대,adjective,b2,enko,2025-08-04 15:39
3309,military,군대,noun,b2,enko,2025-08-04 15:39
3310,militia,시민군,noun,c1,enko,2025-08-04 15:39
3311,milk,우유,noun,a1,enko,2025-08-04 15:39
3312,mill,밀,noun,c1,enko,2025-08-04 15:39
3313,million,백만,number,a1,enko,2025-08-04 15:39
3314,mind,정신,noun,a2,enko,2025-08-04 15:39
3315,mind,정신,verb,a2,enko,2025-08-04 15:39
3316,mine,내 거,noun,b1,enko,2025-08-04 15:39
3317,mine,내 거,pronoun,a2,enko,2025-08-04 15:39
3318,miner,갱부,noun,b2,enko,2025-08-04 15:39
3319,mineral,광물,noun,b2,enko,2025-08-04 15:39
3320,minimal,최소한의,adjective,c1,enko,2025-08-04 15:39
3321,minimize,최소화하다,verb,c1,enko,2025-08-04 15:39
3322,minimum,최저한의,adjective,b2,enko,2025-08-04 15:39
3323,minimum,최저한의,noun,b2,enko,2025-08-04 15:39
3324,mining,채광,noun,c1,enko,2025-08-04 15:39
3325,minister,장관,noun,b2,enko,2025-08-04 15:39
3326,ministry,내각,noun,c1,enko,2025-08-04 15:39
3327,minor,미성년자,adjective,b2,enko,2025-08-04 15:39
3328,minority,소수,noun,b2,enko,2025-08-04 15:39
3329,minute,분,adjective,c1,enko,2025-08-04 15:39
3330,minute,분,noun,a1,enko,2025-08-04 15:39
3331,miracle,기적,noun,c1,enko,2025-08-04 15:39
3332,mirror,거울,noun,a2,enko,2025-08-04 15:39
3333,miserable,비참한,adjective,b2,enko,2025-08-04 15:39
3334,misery,불행,noun,c1,enko,2025-08-04 15:39
3335,misleading,오해의 소지가 있는,adjective,c1,enko,2025-08-04 15:39
3336,miss,놓치다,verb,a1,enko,2025-08-04 15:39
3337,missile,미사일,noun,c1,enko,2025-08-04 15:39
3338,missing,없어진,adjective,a2,enko,2025-08-04 15:39
3339,mission,사명,noun,b2,enko,2025-08-04 15:39
3340,mistake,실수,noun,a1,enko,2025-08-04 15:39
3341,mistake,실수,verb,b2,enko,2025-08-04 15:39
3342,mix,혼합,noun,b1,enko,2025-08-04 15:39
3343,mix,혼합,verb,b1,enko,2025-08-04 15:39
3344,mixed,혼합,adjective,b2,enko,2025-08-04 15:39
3345,mixture,혼합물,noun,b1,enko,2025-08-04 15:39
3346,mob,무리,noun,c1,enko,2025-08-04 15:39
3347,mobile,이동하는,adjective,a2,enko,2025-08-04 15:39
3348,mobile,이동하는,noun,a2,enko,2025-08-04 15:39
3349,mobility,유동성,noun,c1,enko,2025-08-04 15:39
3350,mobilize,동원하다,verb,c1,enko,2025-08-04 15:39
3351,mode,방법,noun,b2,enko,2025-08-04 15:39
3352,model,모델,noun,a1,enko,2025-08-04 15:39
3353,model,모델,verb,b2,enko,2025-08-04 15:39
3354,moderate,보통의,adjective,c1,enko,2025-08-04 15:39
3355,modern,현대의,adjective,a1,enko,2025-08-04 15:39
3356,modest,보통의,adjective,b2,enko,2025-08-04 15:39
3357,modification,가감,noun,c1,enko,2025-08-04 15:39
3358,modify,수정하다,verb,b2,enko,2025-08-04 15:39
3359,moment,순간,noun,a1,enko,2025-08-04 15:39
3360,momentum,기세,noun,c1,enko,2025-08-04 15:39
3361,Monday,월요일,noun,a1,enko,2025-08-04 15:39
3362,money,돈,noun,a1,enko,2025-08-04 15:39
3363,monitor,감시 장치,noun,b2,enko,2025-08-04 15:39
3364,monitor,감시 장치,verb,b2,enko,2025-08-04 15:39
3365,monk,수도사,noun,c1,enko,2025-08-04 15:39
3366,monkey,원숭이,noun,a2,enko,2025-08-04 15:39
3367,monopoly,전매권,noun,c1,enko,2025-08-04 15:39
3368,monster,괴물,noun,b2,enko,2025-08-04 15:39
3369,month,월,noun,a1,enko,2025-08-04 15:39
3370,monthly,월간 간행물,adjective,b2,enko,2025-08-04 15:39
3371,monument,기념물,noun,b2,enko,2025-08-04 15:39
3372,mood,분위기,noun,b1,enko,2025-08-04 15:39
3373,moon,달,noun,a2,enko,2025-08-04 15:39
3374,moral,도의적인,adjective,b2,enko,2025-08-04 15:39
3375,moral,도의적인,noun,b2,enko,2025-08-04 15:39
3376,morality,도덕,noun,c1,enko,2025-08-04 15:39
3377,more,더,adverb,a1,enko,2025-08-04 15:39
3378,more,더,determiner,a1,enko,2025-08-04 15:39
3379,more,더,pronoun,a1,enko,2025-08-04 15:39
3380,moreover,게다가,adverb,b2,enko,2025-08-04 15:39
3381,morning,아침,noun,a1,enko,2025-08-04 15:39
3382,mortgage,저당,noun,b2,enko,2025-08-04 15:39
3383,mosque,사원,noun,b2,enko,2025-08-04 15:39
3384,most,최대,adverb,a1,enko,2025-08-04 15:39
3385,most,최대,determiner,a1,enko,2025-08-04 15:39
3386,most,최대,pronoun,a1,enko,2025-08-04 15:39
3387,mostly,주로,adverb,a2,enko,2025-08-04 15:39
3388,mother,어머니,noun,a1,enko,2025-08-04 15:39
3389,motion,운동,noun,b2,enko,2025-08-04 15:39
3390,motivate,동기를 부여하다,verb,b2,enko,2025-08-04 15:39
3391,motivation,동기 부여,noun,b2,enko,2025-08-04 15:39
3392,motive,동기,noun,c1,enko,2025-08-04 15:39
3393,motor,모터,adjective,b2,enko,2025-08-04 15:39
3394,motor,모터,noun,b2,enko,2025-08-04 15:39
3395,motorcycle,오토바이,noun,a2,enko,2025-08-04 15:39
3396,motorist,자동차 여행자,noun,c1,enko,2025-08-04 15:39
3397,mount,산,verb,b2,enko,2025-08-04 15:39
3398,mountain,산,noun,a1,enko,2025-08-04 15:39
3399,mouse,생쥐,noun,a1,enko,2025-08-04 15:39
3400,mouth,입,noun,a1,enko,2025-08-04 15:39
3401,move,이동하다,noun,b1,enko,2025-08-04 15:39
3402,move,이동하다,verb,a1,enko,2025-08-04 15:39
3403,movement,움직임,noun,a2,enko,2025-08-04 15:39
3404,movie,영화,noun,a1,enko,2025-08-04 15:39
3405,moving,움직이는,adjective,b2,enko,2025-08-04 15:39
3406,much,많이,adverb,a1,enko,2025-08-04 15:39
3407,much,많이,determiner,a1,enko,2025-08-04 15:39
3408,much,많이,pronoun,a1,enko,2025-08-04 15:39
3409,mud,진흙,noun,b1,enko,2025-08-04 15:39
3410,multiple,다수의,adjective,b2,enko,2025-08-04 15:39
3411,multiply,곱하다,verb,b2,enko,2025-08-04 15:39
3412,mum,침묵,noun,a1,enko,2025-08-04 15:39
3413,municipal,시립,adjective,c1,enko,2025-08-04 15:39
3414,murder,살인,noun,b1,enko,2025-08-04 15:39
3415,murder,살인,verb,b1,enko,2025-08-04 15:39
3416,muscle,근,noun,b1,enko,2025-08-04 15:39
3417,museum,박물관,noun,a1,enko,2025-08-04 15:39
3418,music,음악,noun,a1,enko,2025-08-04 15:39
3419,musical,뮤지컬,adjective,a2,enko,2025-08-04 15:39
3420,musical,뮤지컬,noun,b1,enko,2025-08-04 15:39
3421,musician,음악가,noun,a2,enko,2025-08-04 15:39
