id,word,meaning,pos,level,dictionaryType,created_at,,,
2992,수영,swimming,명사,A,koen,,,,
2993,수영장,swimming pool,명사,A,koen,,,,
2994,수요,demand,명사,C,koen,,,,
2995,수요일,wednesday,명사,A,koen,,,,
2996,수입,import,명사,B,koen,,,,
2997,수입,import,명사,B,koen,,,,
2998,수입되다,be imported,동사,C,koen,,,,
2999,수입품,Imported goods,명사,C,koen,,,,
3000,수입하다,import,동사,B,koen,,,,
3001,수저,spoon and chopsticks,명사,C,koen,,,,
3002,수준,water level,명사,C,koen,,,,
3003,수집,collection,명사,C,koen,,,,
3004,수집하다,collect,동사,C,koen,,,,
3005,수천,thousands,관형사,C,koen,,,,
3006,수출,export,명사,B,koen,,,,
3007,수출하다,export,동사,B,koen,,,,
3008,수컷,cock,명사,C,koen,,,,
3009,수표,check,명사,B,koen,,,,
3010,수필,essay,명사,C,koen,,,,
3011,수학,math,명사,B,koen,,,,
3012,수학,math,명사,B,koen,,,,
3013,수행하다,Perform,동사,C,koen,,,,
3014,수험생,test takers,명사,C,koen,,,,
3015,수화기,receiver,명사,B,koen,,,,
3016,숙녀,Ladies,명사,C,koen,,,,
3017,숙소,lodging,명사,B,koen,,,,
3018,숙이다,To simmer,동사,B,koen,,,,
3019,숙제,homework,명사,A,koen,,,,
3020,순간,moment,명사,B,koen,,,,
3021,순간적,momentary,명사,C,koen,,,,
3022,순서,order,명사,B,koen,,,,
3023,순수,Pure,명사,C,koen,,,,
3024,순수하다,Pure,형용사,B,koen,,,,
3025,순식간,wink,명사,C,koen,,,,
3026,순위,ranking,명사,C,koen,,,,
3027,순진하다,naive,형용사,C,koen,,,,
3028,순하다,Pure,형용사,C,koen,,,,
3029,숟가락,spoon,명사,A,koen,,,,
3030,술,alcohol,명사,A,koen,,,,
3031,술,alcohol,의존 명사,A,koen,,,,
3032,술병,bottle of liquor,명사,B,koen,,,,
3033,술자리,drinking party,명사,B,koen,,,,
3034,술잔,glass,명사,B,koen,,,,
3035,술집,bar,명사,B,koen,,,,
3036,숨,breath,명사,B,koen,,,,
3037,숨기다,occult,동사,C,koen,,,,
3038,숨다,lurk,동사,B,koen,,,,
3039,숨지다,Hide,동사,C,koen,,,,
3040,숫자,number,명사,B,koen,,,,
3041,숲,forest,명사,B,koen,,,,
3042,쉬다,rest,동사,A,koen,,,,
3043,쉬다,rest,동사,B,koen,,,,
3044,쉰,hoarse,수사,A,koen,,,,
3045,쉽다,be easy,형용사,A,koen,,,,
3046,슈퍼마켓,supermarket,명사,A,koen,,,,
3047,스님,monk,명사,B,koen,,,,
3048,스무,twenty,관형사,A,koen,,,,
3049,스물,twenty,수사,A,koen,,,,
3050,스스로,self,부사,B,koen,,,,
3051,스스로,self,명사,B,koen,,,,
3052,스승,Master,명사,C,koen,,,,
3053,스웨터,sweater,명사,B,koen,,,,
3054,스위치,switch,명사,C,koen,,,,
3055,스치다,lick,동사,C,koen,,,,
3056,스케이트,Skate,명사,B,koen,,,,
3057,스케줄,schedule,명사,B,koen,,,,
3058,스키,ski,명사,A,koen,,,,
3059,스키장,ski resort,명사,B,koen,,,,
3060,스타,star,명사,B,koen,,,,
3061,스타일,style,명사,B,koen,,,,
3062,스튜디오,Studio,명사,C,koen,,,,
3063,스트레스,stress,명사,A,koen,,,,
3064,스포츠,sports,명사,A,koen,,,,
3065,슬그머니,quietly,부사,C,koen,,,,
3066,슬쩍,Sneak,부사,C,koen,,,,
3067,슬퍼하다,Be sad,동사,B,koen,,,,
3068,슬프다,sad,형용사,A,koen,,,,
3069,슬픔,sorrow,명사,B,koen,,,,
3070,습관,habit,명사,B,koen,,,,
3071,습기,moisture,명사,C,koen,,,,
3072,승객,passenger,명사,C,koen,,,,
3073,승리,victory,명사,C,koen,,,,
3074,승리하다,win,동사,C,koen,,,,
3075,승부,Match,명사,C,koen,,,,
3076,승용차,passenger car,명사,B,koen,,,,
3077,승진,promotion,명사,C,koen,,,,
3078,시,city,명사,A,koen,,,,
3079,시,city,의존 명사,A,koen,,,,
3080,시,city,명사,C,koen,,,,
3081,시각,time,명사,C,koen,,,,
3082,시각,time,명사,C,koen,,,,
3083,시간,hour,의존 명사,A,koen,,,,
3084,시간,hour,명사,A,koen,,,,
3085,시계,clock,명사,A,koen,,,,
3086,시골,countryside,명사,B,koen,,,,
3087,시금치,spinach,명사,C,koen,,,,
3088,시기,period,명사,C,koen,,,,
3089,시기,period,명사,C,koen,,,,
3090,시끄럽다,It's noisy,형용사,B,koen,,,,
3091,시나리오,scenario,명사,C,koen,,,,
3092,시내,downtown,명사,B,koen,,,,
3093,시내버스,city bus,명사,B,koen,,,,
3094,시대,times,명사,B,koen,,,,
3095,시대적,contemporary,명사,C,koen,,,,
3096,시댁,in-laws,명사,C,koen,,,,
3097,시도,trial,명사,C,koen,,,,
3098,시도하다,Try,동사,B,koen,,,,
3099,시들다,wither,동사,C,koen,,,,
3100,시디,CD,명사,C,koen,,,,
3101,시디롬,CD-ROM,명사,C,koen,,,,
3102,시리즈,series,명사,B,koen,,,,
3103,시멘트,cement,명사,C,koen,,,,
3104,시민,citizen,명사,B,koen,,,,
3105,시부모,parents-in-law,명사,B,koen,,,,
3106,시선,gaze,명사,C,koen,,,,
3107,시설,facilities,명사,B,koen,,,,
3108,시스템,System,명사,C,koen,,,,
3109,시아버지,father-in-law,명사,B,koen,,,,
3110,시야,field of vision,명사,C,koen,,,,
3111,시어머니,mother-in-law,명사,B,koen,,,,
3112,시외,Out of town,명사,B,koen,,,,
3113,시외버스,intercity bus,명사,C,koen,,,,
3114,시원하다,It's cool,형용사,A,koen,,,,
3115,시월,October,명사,A,koen,,,,
3116,시위,demonstration,명사,C,koen,,,,
3117,시인,poet,명사,B,koen,,,,
3118,시일,seal,명사,C,koen,,,,
3119,시작,start,명사,A,koen,,,,
3120,시작되다,Start,동사,A,koen,,,,
3121,시작하다,start,동사,A,koen,,,,
3122,시장,market,명사,C,koen,,,,
3123,시장,market,명사,A,koen,,,,
3124,시절,time,명사,B,koen,,,,
3125,시점,Point of view,명사,C,koen,,,,
3126,시중,city,명사,C,koen,,,,
3127,시즌,season,명사,C,koen,,,,
3128,시집,divan,명사,B,koen,,,,
3129,시집,divan,명사,C,koen,,,,
3130,시집가다,Get married,동사,C,koen,,,,
3131,시청,town hall,명사,B,koen,,,,
3132,시청률,rating,명사,C,koen,,,,
3133,시청자,viewers,명사,B,koen,,,,
3134,시키다,set,동사,B,koen,,,,
3135,시합,match,명사,C,koen,,,,
3136,시험,test,명사,A,koen,,,,
3137,식,ceremony,의존 명사,B,koen,,,,
3138,식구,family,명사,B,koen,,,,
3139,식기,Tableware,명사,C,koen,,,,
3140,식다,cool down,동사,B,koen,,,,
3141,식당,restaurant,명사,A,koen,,,,
3142,식량,food,명사,C,koen,,,,
3143,식료품,foodstuffs,명사,C,koen,,,,
3144,식물,plant,명사,B,koen,,,,
3145,식빵,white bread,명사,B,koen,,,,
3146,식사,meal,명사,A,koen,,,,
3147,식사하다,eat,동사,A,koen,,,,
3148,식생활,Diet,명사,C,koen,,,,
3149,식욕,appetite,명사,C,koen,,,,
3150,식용유,cooking oil,명사,B,koen,,,,
3151,식초,vinegar,명사,B,koen,,,,
3152,식탁,table,명사,A,koen,,,,
3153,식품,food,명사,B,koen,,,,
3154,식품점,grocery store,명사,C,koen,,,,
3155,식히다,Cool down,동사,C,koen,,,,
3156,신,god,명사,B,koen,,,,
3157,신,god,명사,C,koen,,,,
3158,신경,nerves,명사,C,koen,,,,
3159,신고,declaration,명사,B,koen,,,,
3160,신고하다,Report,동사,C,koen,,,,
3161,신규,new,명사,C,koen,,,,
3162,신기하다,amazing,형용사,C,koen,,,,
3163,신기하다,amazing,형용사,C,koen,,,,
3164,신념,faith,명사,C,koen,,,,
3165,신다,put on,동사,A,koen,,,,
3166,신라,Silla,고유 명사,C,koen,,,,
3167,신랑,groom,명사,B,koen,,,,
3168,신문,newspaper,명사,A,koen,,,,
3169,신문사,newspaper,명사,B,koen,,,,
3170,신문지,newspaper,명사,B,koen,,,,
3171,신발,shoes,명사,A,koen,,,,
3172,신부,bride,명사,C,koen,,,,
3173,신부,bride,명사,B,koen,,,,
3174,신분,station in life,명사,C,koen,,,,
3175,신비,mystery,명사,C,koen,,,,
3176,신사,shrine,명사,C,koen,,,,
3177,신선하다,It's fresh,형용사,B,koen,,,,
3178,신설,creation,명사,C,koen,,,,
3179,신세,Status,명사,C,koen,,,,
3180,신세대,new generation,명사,C,koen,,,,
3181,신속하다,It's fast,형용사,C,koen,,,,
3182,신용,credit,명사,B,koen,,,,
3183,신인,new man,명사,C,koen,,,,
3184,신입생,freshman,명사,B,koen,,,,
3185,신제품,New product,명사,C,koen,,,,
3186,신중하다,Be careful,형용사,C,koen,,,,
3187,신청,application,명사,B,koen,,,,
3188,신청서,Application form,명사,C,koen,,,,
3189,신청하다,apply,동사,C,koen,,,,
3190,신체,body,명사,B,koen,,,,
3191,신체적,physical,명사,C,koen,,,,
3192,신호,signal,명사,B,koen,,,,
3193,신호등,blinker,명사,B,koen,,,,
3194,신혼부부,newlyweds,명사,B,koen,,,,
3195,신혼여행,honeymoon,명사,B,koen,,,,
3196,신화,myth,명사,C,koen,,,,
3197,싣다,platform,동사,B,koen,,,,
3198,실,line,명사,C,koen,,,,
3199,실감,Reality,명사,C,koen,,,,
3200,실내,indoor,명사,B,koen,,,,
3201,실력,Skills,명사,B,koen,,,,
3202,실례,illustration,명사,A,koen,,,,
3203,실례하다,Excuse me,동사,A,koen,,,,
3204,실로,Indeed,부사,C,koen,,,,
3205,실리다,Install,동사,C,koen,,,,
3206,실망,disappointment,명사,C,koen,,,,
3207,실망하다,Disappointed,동사,C,koen,,,,
3208,실수,mistake,명사,B,koen,,,,
3209,실수하다,Make a mistake,동사,B,koen,,,,
3210,실습,Practice,명사,C,koen,,,,
3211,실시,practice,명사,C,koen,,,,
3212,실시되다,be implemented,동사,C,koen,,,,
3213,실시하다,carry out,동사,C,koen,,,,
3214,실은,Actually,부사,C,koen,,,,
3215,실장,head of a department,명사,C,koen,,,,
3216,실정,actual circumstances,명사,C,koen,,,,
3217,실제,Real,부사,C,koen,,,,
3218,실제,Real,명사,B,koen,,,,
3219,실제로,actually,부사,C,koen,,,,
3220,실질적,Substantial,명사,C,koen,,,,
3221,실천,Practice,명사,C,koen,,,,
3222,실천하다,Practice,동사,C,koen,,,,
3223,실체,substance,명사,C,koen,,,,
3224,실컷,To my heart's content,부사,C,koen,,,,
3225,실태,Reality,명사,C,koen,,,,
3226,실패,failure,명사,B,koen,,,,
3227,실패하다,fail,동사,B,koen,,,,
3228,실험,experiment,명사,C,koen,,,,
3229,실현,realization,명사,C,koen,,,,
3230,실현되다,Come true,동사,C,koen,,,,
3231,실현하다,Realize,동사,C,koen,,,,
3232,싫다,I don't like it,형용사,A,koen,,,,
3233,싫어지다,I hate it,동사,B,koen,,,,
3234,싫어하다,hate,동사,A,koen,,,,
3235,심각하다,It's serious,형용사,B,koen,,,,
3236,심각해지다,Get serious,동사,C,koen,,,,
3237,심다,plant,동사,B,koen,,,,
3238,심리,trial,명사,B,koen,,,,
3239,심리적,psychological,명사,C,koen,,,,
3240,심부름,errand,명사,B,koen,,,,
3241,심사,audit,명사,C,koen,,,,
3242,심심하다,I'm bored,형용사,C,koen,,,,
3243,심장,heart,명사,C,koen,,,,
3244,심정,feelings,명사,C,koen,,,,
3245,심판,judgment,명사,C,koen,,,,
3246,심하다,be extreme,형용사,B,koen,,,,
3247,심해지다,It gets worse,동사,B,koen,,,,
3248,십,ten,수사,A,koen,,,,
3249,십이월,December,명사,A,koen,,,,
3250,십일월,November,명사,A,koen,,,,
3251,싱겁다,It's bland,형용사,B,koen,,,,
3252,싱싱하다,Fresh,형용사,C,koen,,,,
3253,싶다,look like,보조 용언,A,koen,,,,
3254,싶어지다,I want to,보조 용언,C,koen,,,,
3255,싸구려,cheap,명사,C,koen,,,,
3256,싸다,cheap,동사,B,koen,,,,
3257,싸다,cheap,형용사,A,koen,,,,
3258,싸우다,fight,동사,A,koen,,,,
3259,싸움,fight,명사,B,koen,,,,
3260,싹,bud,부사,C,koen,,,,
3261,싼값,cheap,명사,C,koen,,,,
3262,쌀,rice,명사,B,koen,,,,
3263,쌍,pair,명사,C,koen,,,,
3264,쌍둥이,twins,명사,C,koen,,,,
3265,쌓다,amass,동사,B,koen,,,,
3266,쌓이다,pile,동사,B,koen,,,,
3267,썩,Not really,부사,C,koen,,,,
3268,썩다,molder,동사,B,koen,,,,
3269,썰다,chaff,동사,B,koen,,,,
3270,썰렁하다,It's bleak,형용사,C,koen,,,,
3271,쏘다,blast,동사,B,koen,,,,
3272,쏟다,pour out,동사,B,koen,,,,
3273,쏟아지다,pour out,동사,B,koen,,,,
3274,쓰다,write,동사,A,koen,,,,
3275,쓰다,write,동사,A,koen,,,,
3276,쓰다,write,동사,A,koen,,,,
3277,쓰다,write,형용사,B,koen,,,,
3278,쓰다듬다,stroke,동사,C,koen,,,,
3279,쓰러지다,Fall down,동사,C,koen,,,,
3280,쓰레기,trash,명사,A,koen,,,,
3281,쓰레기통,ash bn,명사,B,koen,,,,
3282,쓰이다,serve,동사,B,koen,,,,
3283,쓰이다,serve,동사,C,koen,,,,
3284,쓴맛,acerbity,명사,C,koen,,,,
3285,쓸다,Sweep,동사,C,koen,,,,
3286,쓸데없다,Useless,형용사,C,koen,,,,
3287,쓸데없이,Uselessly,부사,C,koen,,,,
3288,쓸쓸하다,I feel lonely,형용사,C,koen,,,,
3289,씌우다,sheathe,동사,C,koen,,,,
3290,씨,seed,명사,B,koen,,,,
3291,씨,seed,의존 명사,A,koen,,,,
3292,씨름,wrestling,명사,B,koen,,,,
3293,씨앗,seeds,명사,C,koen,,,,
3294,씩씩하다,Cheerful,형용사,B,koen,,,,
3295,씹다,chew,동사,B,koen,,,,
3296,씻기다,Wash,동사,C,koen,,,,
3297,씻기다,Wash,동사,C,koen,,,,
3298,씻다,wash,동사,A,koen,,,,
3299,아,ah,감탄사,A,koen,,,,
3300,아가씨,miss,명사,B,koen,,,,
3301,아기,baby,명사,A,koen,,,,
3302,아까,a moment ago,부사,B,koen,,,,
3303,아까,a moment ago,명사,B,koen,,,,
3304,아깝다,It's a shame,형용사,C,koen,,,,
3305,아끼다,grudge,동사,C,koen,,,,
3306,아나운서,announcer,명사,B,koen,,,,
3307,아내,wife,명사,A,koen,,,,
3308,아냐,no,감탄사,C,koen,,,,
3309,아뇨,no,감탄사,B,koen,,,,
3310,아니,no,부사,A,koen,,,,
3311,아니,no,감탄사,B,koen,,,,
3312,아니다,no,형용사,A,koen,,,,
3313,아니야,no,감탄사,B,koen,,,,
3314,아니요,no,감탄사,A,koen,,,,
3315,아니하다,No,보조 용언,C,koen,,,,
3316,아드님,Son,명사,C,koen,,,,
3317,아들,son,명사,A,koen,,,,
3318,아래,under,명사,A,koen,,,,
3319,아래쪽,Below,명사,B,koen,,,,
3320,아래층,downstairs,명사,B,koen,,,,
3321,아랫사람,subordinates,명사,C,koen,,,,
3322,아르바이트,part time job,명사,C,koen,,,,
3323,아름답다,beautiful,형용사,A,koen,,,,
3324,아마,maybe,부사,A,koen,,,,
3325,아마도,maybe,부사,B,koen,,,,
3326,아무,any,관형사,A,koen,,,,
3327,아무,any,대명사,A,koen,,,,
3328,아무개,Someone,대명사,C,koen,,,,
3329,아무것,Nothing,명사,B,koen,,,,
3330,아무래도,I guess,부사,B,koen,,,,
3331,아무런,Nothing,관형사,C,koen,,,,
3332,아무렇다,It's nothing,형용사,B,koen,,,,
3333,아무리,ever so,부사,B,koen,,,,
3334,아무튼,anyway,부사,B,koen,,,,
3335,아버님,Father,명사,B,koen,,,,
3336,아버지,father,명사,A,koen,,,,
3337,아빠,dad,명사,A,koen,,,,
3338,아쉬움,sorrow,명사,C,koen,,,,
3339,아쉽다,it's a shame,형용사,C,koen,,,,
3340,아스팔트,asphalt,명사,C,koen,,,,
3341,아시아,Asia,고유 명사,B,koen,,,,
3342,아아,iced coffee,감탄사,B,koen,,,,
3343,아예,At all,부사,C,koen,,,,
3344,아울러,Also,부사,C,koen,,,,
3345,아유,Oh my,감탄사,C,koen,,,,
3346,아이,kid,명사,A,koen,,,,
3347,아이,kid,감탄사,B,koen,,,,
3348,아이고,oh my,감탄사,B,koen,,,,
3349,아이디어,Idea,명사,C,koen,,,,
3350,아이스크림,ice cream,명사,A,koen,,,,
3351,아저씨,mister,명사,A,koen,,,,
3352,아주,very,부사,A,koen,,,,
3353,아주머니,madam,명사,A,koen,,,,
3354,아줌마,auntie,명사,A,koen,,,,
3355,아직,yet,부사,A,koen,,,,
3356,아침,morning,명사,A,koen,,,,
3357,아파트,apartment,명사,A,koen,,,,
3358,아프다,sick,형용사,A,koen,,,,
3359,아프리카,Africa,고유 명사,B,koen,,,,
3360,아픔,pain,명사,B,koen,,,,
3361,아하,aha,감탄사,C,koen,,,,
3362,아홉,nine,수사,A,koen,,,,
3363,아흔,ninety,수사,A,koen,,,,
3364,악기,musical instrument,명사,B,koen,,,,
3365,악몽,nightmare,명사,C,koen,,,,
3366,악수,handshake,명사,B,koen,,,,
3367,안,not,명사,A,koen,,,,
3368,안,not,부사,A,koen,,,,
3369,안,not,명사,C,koen,,,,
3370,안개,fog,명사,C,koen,,,,
3371,안경,glasses,명사,A,koen,,,,
3372,안과,Ophthalmology,명사,C,koen,,,,
3373,안기다,hug,동사,C,koen,,,,
3374,안기다,hug,동사,C,koen,,,,
3375,안내,guide,명사,C,koen,,,,
3376,안내하다,Guide,동사,B,koen,,,,
3377,안녕,hi,감탄사,A,koen,,,,
3378,안녕하다,Hello,형용사,A,koen,,,,
3379,안녕히,Goodbye,부사,A,koen,,,,
3380,안다,embrace,동사,A,koen,,,,
3381,안동,Andong,고유 명사,C,koen,,,,
3382,안되다,No way,동사,A,koen,,,,
3383,안되다,No way,형용사,B,koen,,,,
3384,안방,inner room,명사,B,koen,,,,
3385,안부,safety,명사,C,koen,,,,
3386,안심하다,Feel relieved,동사,C,koen,,,,
3387,안전,safety,명사,B,koen,,,,
3388,안전하다,It's safe,형용사,B,koen,,,,
3389,안정,stability,명사,C,koen,,,,
3390,안정되다,Stabilize,동사,C,koen,,,,
3391,안주,Side dishes,명사,B,koen,,,,
3392,안쪽,inside,명사,B,koen,,,,
3393,안타깝다,It's a pity,형용사,B,koen,,,,
3394,안팎,Inside and outside,명사,C,koen,,,,
3395,앉다,sit,동사,A,koen,,,,
3396,앉히다,sit,동사,C,koen,,,,
3397,않다,be not,동사,A,koen,,,,
3398,않다,be not,보조 용언,A,koen,,,,
3399,알,egg,명사,B,koen,,,,
3400,알다,know,동사,A,koen,,,,
3401,알려지다,Become known,동사,B,koen,,,,
3402,알루미늄,aluminum,명사,C,koen,,,,
3403,알리다,knell,동사,B,koen,,,,
3404,알맞다,fit,형용사,B,koen,,,,
3405,알아내다,Find out,동사,C,koen,,,,
3406,알아듣다,Understand,동사,B,koen,,,,
3407,알아보다,Find out,동사,C,koen,,,,
3408,알아주다,Know,동사,C,koen,,,,
3409,알코올,alcohol,명사,C,koen,,,,
3410,앓다,be ill,동사,B,koen,,,,
3411,암,cancer,명사,B,koen,,,,
3412,암시,suggestion,명사,C,koen,,,,
3413,암컷,female,명사,C,koen,,,,
3414,압력,enter,명사,C,koen,,,,
3415,앞,front,명사,A,koen,,,,
3416,앞길,The road ahead,명사,B,koen,,,,
3417,앞날,Future,명사,C,koen,,,,
3418,앞두다,Lead,동사,C,koen,,,,
3419,앞뒤,front and back,명사,B,koen,,,,
3420,앞문,front door,명사,C,koen,,,,
3421,앞바다,Offshore,명사,C,koen,,,,
3422,앞서,before,부사,C,koen,,,,
3423,앞서다,precede,동사,B,koen,,,,
3424,앞세우다,Put forward,동사,C,koen,,,,
3425,앞장서다,Take the lead,동사,C,koen,,,,
3426,앞쪽,front,명사,B,koen,,,,
3427,애,baby,명사,C,koen,,,,
3428,애,baby,명사,B,koen,,,,
3429,애쓰다,whittle away,동사,C,koen,,,,
3430,애인,lover,명사,B,koen,,,,
3431,애정,affection,명사,C,koen,,,,
3432,애초,From the beginning,명사,C,koen,,,,
3433,액세서리,Accessories,명사,B,koen,,,,
3434,액수,Amount,명사,C,koen,,,,
3435,앨범,album,명사,C,koen,,,,
3436,야,hey,감탄사,B,koen,,,,
3437,야간,nighttime,명사,C,koen,,,,
3438,야구,baseball,명사,A,koen,,,,
3439,야구장,diamond,명사,C,koen,,,,
3440,야단,scolding,명사,C,koen,,,,
3441,야옹,meow,부사,C,koen,,,,
3442,야외,Outdoor,명사,B,koen,,,,
3443,야채,vegetable,명사,B,koen,,,,
3444,야하다,It's dirty,형용사,C,koen,,,,
3445,약,approximately,명사,C,koen,,,,
3446,약,approximately,관형사,B,koen,,,,
3447,약,approximately,명사,A,koen,,,,
3448,약간,a little,명사,B,koen,,,,
3449,약간,a little,부사,B,koen,,,,
3450,약국,pharmacy,명사,A,koen,,,,
3451,약속,promise,명사,A,koen,,,,
3452,약속하다,promise,동사,A,koen,,,,
3453,약수,measure,명사,C,koen,,,,
3454,약점,weakness,명사,C,koen,,,,
3455,약품,medicine,명사,C,koen,,,,
3456,약하다,be weak,형용사,B,koen,,,,
3457,약해지다,become weak,동사,C,koen,,,,
3458,약혼녀,fiancee,명사,C,koen,,,,
3459,약혼자,fiance,명사,C,koen,,,,
3460,얄밉다,Annoying,형용사,C,koen,,,,
3461,얇다,Thin,형용사,B,koen,,,,
3462,양,sheep,명사,C,koen,,,,
3463,양,sheep,관형사,C,koen,,,,
3464,양,sheep,명사,B,koen,,,,
3465,양,sheep,의존 명사,C,koen,,,,
3466,양국,Both countries,명사,C,koen,,,,
3467,양념,seasoning,명사,B,koen,,,,
3468,양력,solar calendar,명사,C,koen,,,,
3469,양말,socks,명사,A,koen,,,,
3470,양배추,cabbage,명사,B,koen,,,,
3471,양보,concession,명사,C,koen,,,,
3472,양보하다,yield,동사,B,koen,,,,
3473,양복,suit,명사,A,koen,,,,
3474,양상추,lettuce,명사,C,koen,,,,
3475,양식,food,명사,C,koen,,,,
3476,양식,food,명사,C,koen,,,,
3477,양심,conscience,명사,C,koen,,,,
3478,양옆,Both sides,명사,C,koen,,,,
3479,양주,Yangju,명사,C,koen,,,,
3480,양쪽,Both sides,명사,B,koen,,,,
3481,양파,onion,명사,B,koen,,,,
3482,얕다,shallow,형용사,B,koen,,,,
3483,얘,Hey,감탄사,C,koen,,,,
3484,얘,Hey,분석 불능,B,koen,,,,
3485,얘기,talk,명사,A,koen,,,,
3486,얘기하다,Talk,동사,A,koen,,,,
3487,어,uh,감탄사,A,koen,,,,
3488,어기다,break,동사,C,koen,,,,
3489,어깨,shoulder,명사,A,koen,,,,
3490,어느,any,관형사,A,koen,,,,
3491,어느덧,Before I knew it,부사,C,koen,,,,
3492,어느새,Before I knew it,부사,B,koen,,,,
3493,어두워지다,It gets dark,동사,B,koen,,,,
3494,어둠,dark,명사,B,koen,,,,
3495,어둡다,It's dark,형용사,B,koen,,,,
3496,어디,where,감탄사,A,koen,,,,
3497,어디,where,대명사,A,koen,,,,
3498,어때,how,분석 불능,B,koen,,,,
3499,어떠하다,How is it?,형용사,A,koen,,,,
3500,어떡하다,What should I do?,분석 불능,B,koen,,,,
3501,어떤,which,관형사,A,koen,,,,
3502,어떻다,How is it?,형용사,A,koen,,,,
3503,어려움,difficulty,명사,B,koen,,,,
3504,어려워지다,It's getting difficult,동사,C,koen,,,,
3505,어렵다,difficult,형용사,A,koen,,,,
3506,어른,adult,명사,A,koen,,,,
3507,어리다,Young,동사,B,koen,,,,
3508,어리다,Young,형용사,B,koen,,,,
3509,어리석다,foolish,형용사,C,koen,,,,
3510,어린아이,young children,명사,B,koen,,,,
3511,어린애,child,명사,B,koen,,,,
3512,어린이,children,명사,A,koen,,,,
3513,어린이날,Children's Day,명사,B,koen,,,,
3514,어머,oh,감탄사,B,koen,,,,
3515,어머니,mother,명사,A,koen,,,,
3516,어머님,Mother,명사,B,koen,,,,
3517,어색하다,It's awkward,형용사,B,koen,,,,
3518,어서,hurry,부사,A,koen,,,,
3519,어울리다,comport,동사,B,koen,,,,
3520,어저께,The day before yesterday,명사,C,koen,,,,
3521,어제,yesterday,부사,A,koen,,,,
3522,어제,yesterday,명사,A,koen,,,,
3523,어젯밤,yesternight,명사,B,koen,,,,
3524,어지럽다,I feel dizzy,형용사,C,koen,,,,
3525,어째서,Why,분석 불능,C,koen,,,,
3526,어쨌든,anyway,부사,C,koen,,,,
3527,어쩌다,How come,동사,B,koen,,,,
3528,어쩌다,How come,부사,C,koen,,,,
3529,어쩌다가,By chance,부사,C,koen,,,,
3530,어쩌면,perhaps,부사,B,koen,,,,
3531,어쩐지,somehow,부사,B,koen,,,,
3532,어쩜,How come,부사,C,koen,,,,
3533,어찌,How,부사,C,koen,,,,
3534,어찌나,How much,부사,C,koen,,,,
3535,어찌하다,What to do,동사,C,koen,,,,
3536,억,100 million,수사,B,koen,,,,
3537,억울하다,It's unfair,형용사,C,koen,,,,
3538,언니,Sister,명사,A,koen,,,,
3539,언덕,hill,명사,C,koen,,,,
3540,언론,media,명사,C,koen,,,,
3541,언어,language,명사,C,koen,,,,
3542,언제,when,부사,A,koen,,,,
3543,언제,when,대명사,A,koen,,,,
3544,언제나,always,부사,A,koen,,,,
3545,언젠가,someday,부사,B,koen,,,,
3546,얹다,put on,동사,B,koen,,,,
3547,얻다,get,동사,B,koen,,,,
3548,얻어먹다,get something for free,동사,C,koen,,,,
3549,얼굴,face,명사,A,koen,,,,
3550,얼다,freeze,동사,B,koen,,,,
3551,얼른,Hurry up,부사,B,koen,,,,
3552,얼리다,freeze,동사,C,koen,,,,
3553,얼마,how much,명사,A,koen,,,,
3554,얼마간,somewhat,명사,C,koen,,,,
3555,얼마나,how much,부사,A,koen,,,,
3556,얼음,ice,명사,B,koen,,,,
3557,얼핏,At first glance,부사,C,koen,,,,
3558,엄격하다,strict,형용사,C,koen,,,,
3559,엄마,mom,명사,A,koen,,,,
3560,엄숙하다,Solemn,형용사,C,koen,,,,
3561,엄청나다,It's huge,형용사,C,koen,,,,
3562,업다,Upload,동사,C,koen,,,,
3563,업무,work,명사,B,koen,,,,
3564,업종,Industry,명사,C,koen,,,,
3565,업체,company,명사,C,koen,,,,
3566,없다,does not exist,형용사,A,koen,,,,
3567,없애다,remove,동사,B,koen,,,,
3568,없어지다,disappear,동사,B,koen,,,,
3569,없이,without,부사,B,koen,,,,
3570,엇갈리다,Cross paths,동사,C,koen,,,,
3571,엉덩이,hips,명사,C,koen,,,,
3572,엉뚱하다,It's absurd,형용사,B,koen,,,,
3573,엉망,Mess,명사,C,koen,,,,
3574,엉터리,bullshit,명사,C,koen,,,,
3575,엊그제,The day before yesterday,부사,B,koen,,,,
3576,엎드리다,Lie down,동사,C,koen,,,,
3577,에,to,감탄사,C,koen,,,,
3578,에너지,energy,명사,B,koen,,,,
3579,에어컨,air conditioning,명사,A,koen,,,,
3580,엔,n,의존 명사,B,koen,,,,
3581,엔진,engine,명사,C,koen,,,,
3582,엘리베이터,elevator,명사,B,koen,,,,
3583,여,female,명사,B,koen,,,,
3584,여가,leisure,명사,C,koen,,,,
3585,여간,Just a little,부사,C,koen,,,,
3586,여건,Conditions,명사,C,koen,,,,
3587,여겨지다,be considered,동사,C,koen,,,,
3588,여고생,high school girl,명사,B,koen,,,,
3589,여관,hotel,명사,B,koen,,,,
3590,여군,female soldiers,명사,C,koen,,,,
3591,여권,passport,명사,A,koen,,,,
3592,여기,here,대명사,A,koen,,,,
3593,여기다,think,동사,C,koen,,,,
3594,여기저기,Here and there,명사,B,koen,,,,
3595,여대생,female college student,명사,B,koen,,,,
3596,여덟,eight,수사,A,koen,,,,
